promedio;promedio
x;y
198,1064072;128,3721733
198,42762;128,9528694
198,6219406;129,27145
198,7370911;129,3775177
198,8845902;129,6251602
199,0710602;129,9181519
199,2334976;129,9731484
199,6828156;130,196724
199,6391907;130,0824051
199,7946243;130,3394776
199,7549973;130,5781174
199,7848664;130,6956444
199,8310166;130,9426384
199,7019043;131,0806656
199,9299393;131,1891708
199,949646;131,2858887
200,0589981;131,4188843
200,0339508;131,5991517
196,3447571;138,9566193
192,6076203;139,4787064
190,1050263;140,6107102
188,9572831;139,6090775
188,5955124;139,9819718
188,6721955;141,1160431
188,6757736;141,8147888
188,8211136;142,1683197
189,018631;142,3652039
189,0692063;142,795166
189,1317826;143,2126618
189,1603622;143,3255463
189,1598664;143,8660279
189,2898942;144,1159592
189,3135605;144,1623002
189,3904496;144,6515503
189,491211;144,8559189
189,5275116;144,9654312
189,626648;145,07827
189,6686402;145,4350205
189,8596649;145,2935562
189,8564453;145,3803864
189,8831253;145,8544159
189,9040985;146,0048829
190,1280518;146,3163681
190,1461182;146,3579636
190,3593521;146,598816
190,3651505;146,8029175
190,3814774;146,9048233
190,401558;146,5757294
190,4221115;146,8853073
190,5674973;146,9618759
190,7317505;147,208046
190,7889404;147,3629761
190,878067;147,417923
190,9307557;147,6041641
190,9452286;147,7153397
191,0392609;147,8244706
191,0290375;148,0104218
190,7791596;151,3954773
189,8362732;157,8523636
187,7773438;160,5802994
185,5125427;161,8744965
185,4687119;162,7524719
185,8099518;163,2679825
186,0893173;163,5277939
186,1803131;164,0490418
186,5447846;164,0849991
186,4676667;164,2590714
186,5054856;164,4475556
186,7567749;164,6950837
186,8516617;164,7681046
187,0435791;165,0133133
187,2087784;165,015152
187,4273758;165,1377564
187,5971833;165,2910691
187,424202;165,5064545
187,4359665;165,7830734
188,1385956;169,992035
186,5087662;173,8180618
182,9213104;177,0911637
181,48349;178,0420761
180,916893;178,9634171
180,807251;180,1165238
180,4794312;180,6924286
180,3266678;181,3356934
180,4274903;181,3436051
180,3788071;181,8157501
180,1002884;182,6868668
180,1364899;182,8702774
180,3380051;183,4093704
180,4333191;183,4387207
180,6035767;183,7622833
180,6100006;183,981781
180,5629654;184,2830735
180,571846;184,3117142
180,3480683;184,5951691
180,2048416;184,9313965
180,2461319;185,3069916
181,047432;188,1502076
179,4303666;191,3452454
178,0031662;195,6144486
177,1815414;195,5406036
177,0451432;196,2692566
176,9629746;197,0830155
176,9880295;197,5968323
176,9888306;198,2300492
177,2594223;198,7952576
177,3057022;199,2022705
177,3875046;199,685936
177,372818;200,0063401
177,3589478;200,2416153
177,526947;200,7533799
178,833313;201,0594635
180,4798889;206,8306122
179,1936112;212,3789978
178,1115036;216,0746689
176,6316223;218,0559006
176,5991516;219,8348694
176,6444016;221,0481033
176,5395127;222,5164032
176,6350479;223,5136414
176,4921265;223,9908142
176,5458603;224,4106293
176,5298538;224,7667542
176,9761277;225,106453
177,1454621;225,6591568
177,0701065;226,2392654
177,1729279;226,7104111
177,2154312;227,0922013
177,127243;227,2714539
177,1705094;227,5104447
177,2492295;227,9274903
177,3435516;228,0043869
178,5420151;230,0607605
179,4386139;233,8117905
177,7086258;239,9662705
178,0670395;242,1756439
178,0333633;243,121399
178,0710907;243,9798508
178,1317215;244,5425949
178,1288605;245,344101
178,0187454;246,1348267
177,9687043;246,6481095
178,0783387;247,1975556
178,1477432;247,5868073
178,2556839;247,8762894
178,4447861;248,2481919
178,3844223;248,6913834
178,8917847;248,8447342
178,7551499;249,2389222
178,6377182;249,4436493
178,6994629;249,7902909
178,6973343;250,0588074
178,7986069;250,4142914
178,7346802;250,5717545
179,3468704;252,1009217
178,977089;257,0140991
179,1981201;261,4075012
178,9015579;263,6861725
178,9648209;264,5113984
178,7965088;265,4524537
178,7625885;265,9241028
178,7008667;266,2902527
178,762558;266,9109955
